Distance(m),x(NI),x(CR),x(V),f(FCC_A1),f(BCC_A2)
0.0,0.5952041257419332,0.3968701581693901,0.007925716088676732,0.9999999999999998,0.0
2.2271714922048998e-08,0.5948761882432305,0.39664636556392896,0.008477446192840474,1.0,0.0
4.4543429844097996e-08,0.595013743413449,0.3968009459926541,0.008185310593896803,0.9999999999999999,0.0
6.681514476614699e-08,0.5948936091488835,0.39666188016382503,0.00844451068729152,1.0,0.0
8.908685968819599e-08,0.5952352249893489,0.396844321939965,0.007920453070686059,0.9999999999999998,0.0
1.11358574610245e-07,0.594850971747214,0.3966765701657202,0.008472458087065749,1.0,0.0
1.3363028953229398e-07,0.5951256968685712,0.39680123640443715,0.008073066726991582,0.9999999999999998,0.0
1.55902004454343e-07,0.5948639315866506,0.3966672697026414,0.008468798710708028,1.0,0.0
1.7817371937639199e-07,0.5950540068252301,0.3968209125140525,0.008125080660717366,0.9999999999999998,0.0
2.0044543429844097e-07,0.5949892149196123,0.3967038855841762,0.008306899496211419,0.9999999999999997,0.0
2.2271714922049e-07,0.5951170807052825,0.39682472395642043,0.008058195338297092,0.9999999999999998,0.0
2.44988864142539e-07,0.5948989500805784,0.3967105384876553,0.008390511431766254,0.9999999999999997,0.0
2.6726057906458796e-07,0.5950166339613034,0.3968159070803321,0.008167458958364413,0.9999999999999998,0.0
2.89532293986637e-07,0.5948377624422665,0.3966723948804538,0.00848984267727963,1.0,0.0
3.11804008908686e-07,0.5948078528829167,0.39667811416120635,0.00851403295587695,0.9999999999999998,0.0
3.3407572383073496e-07,0.5948754829957165,0.3967534984223913,0.008371018581892235,0.9999999999999998,0.0
3.5634743875278397e-07,0.594892382724043,0.39679776277069695,0.00830985450526006,0.9999999999999998,0.0
3.78619153674833e-07,0.5950334190934772,0.39684341375948906,0.008123167147033789,0.9999999999999998,0.0
4.0089086859688195e-07,0.5949783541969792,0.3968645863826043,0.008157059420416508,0.9999999999999998,0.0
4.2316258351893096e-07,0.5950319766439192,0.39689620755405275,0.008071815802028115,0.9999999999999998,0.0
4.4543429844098e-07,0.594891684150124,0.39683412475693103,0.008274191092945067,0.9999999999999998,0.0
4.6770601336302894e-07,0.5948490874662398,0.3968996936699244,0.008251218863835891,0.9999999999999998,0.0
4.89977728285078e-07,0.5951150535362847,0.39703332196305324,0.007851624500662041,0.9999999999999998,0.0
5.122494432071269e-07,0.5947305521151669,0.3968736718653051,0.008395776019528045,0.9999999999999997,0.0
5.345211581291759e-07,0.5949113485875283,0.39696801357073225,0.008120637841739504,0.9999999999999998,0.0
5.567928730512249e-07,0.5946333061727985,0.3968909849014848,0.008475708925716722,0.9999999999999997,0.0
5.79064587973274e-07,0.594854548064689,0.39699899671139505,0.008146455223916065,0.9999999999999998,0.0
6.01336302895323e-07,0.5946334779600206,0.3968882354921691,0.008478286547810186,0.9999999999999997,0.0
6.23608017817372e-07,0.5948203821222275,0.397057700323847,0.00812191755392538,0.9999999999999998,0.0
6.458797327394209e-07,0.5945897709348762,0.3968857421535262,0.00852448691159761,0.9999999999999997,0.0
6.681514476614699e-07,0.5947920245892755,0.39704684914004057,0.0081611262706839,0.9999999999999998,0.0
6.904231625835189e-07,0.5945202535419949,0.3968917070072625,0.008588039450742681,0.9999999999999997,0.0
7.126948775055679e-07,0.5947243017788131,0.39704846632791285,0.008227231893273996,0.9999999999999999,0.0
7.34966592427617e-07,0.5945139434803848,0.39685930675387965,0.008626749765735518,0.9999999999999997,0.0
7.57238307349666e-07,0.5947542852866257,0.39702161080394177,0.008224103909432548,0.9999999999999999,0.0
7.79510022271715e-07,0.5945229041983171,0.3969733084253346,0.008503787376348337,0.9999999999999997,0.0
8.017817371937639e-07,0.5947450454006633,0.39706390078157483,0.00819105381776182,0.9999999999999999,0.0
8.240534521158129e-07,0.5944024927555618,0.3969337318406327,0.00866377540380559,0.9999999999999997,0.0
8.463251670378619e-07,0.5947419269823615,0.39705602906815496,0.00820204394948362,0.9999999999999998,0.0
8.685968819599109e-07,0.5945771920731326,0.3969483180412327,0.00847448988563463,0.9999999999999997,0.0
8.9086859688196e-07,0.5948467825305744,0.39715486854706783,0.007998348922357717,1.0000000000000002,0.0
9.13140311804009e-07,0.5945648297720412,0.3970685035128321,0.008366666715126625,1.0000000000000002,0.0
9.354120267260579e-07,0.5945328089103946,0.39701538188812413,0.008451809201481239,1.0000000000000002,0.0
9.57683741648107e-07,0.5946319590031915,0.3970409394698464,0.008327101526962017,1.0000000000000002,0.0
9.79955456570156e-07,0.5945583855456218,0.3970627657940404,0.008378848660337902,1.0000000000000002,0.0
1.0022271714922048e-06,0.5946597023120407,0.39707841929939713,0.008261878388562197,1.0000000000000002,0.0
1.0244988864142538e-06,0.5945989651409624,0.39704856574089203,0.008352469118145562,1.0000000000000002,0.0
1.0467706013363028e-06,0.5945642328750749,0.3970150667677737,0.008420700357151346,1.0000000000000002,0.0
1.0690423162583519e-06,0.5945431158312857,0.39701284854453783,0.008444035624176375,1.0000000000000002,0.0
1.0913140311804009e-06,0.5945588630285952,0.39706096037920247,0.00838017659220241,1.0000000000000002,0.0
1.1135857461024499e-06,0.5945033646995177,0.3970780088481596,0.008418626452322792,1.0000000000000002,0.0
1.135857461024499e-06,0.5946566529562726,0.3970976907365503,0.008245656307177081,1.0000000000000002,0.0
1.158129175946548e-06,0.5944577765089251,0.3970905839314695,0.00845163955960542,1.0000000000000002,0.0
1.180400890868597e-06,0.5945792398649169,0.39704199246931465,0.008378767665768424,1.0000000000000002,0.0
1.202672605790646e-06,0.5945158695546909,0.39711847236969366,0.008365658075615404,1.0000000000000002,0.0
1.224944320712695e-06,0.5944773566018813,0.39707410649836977,0.008448536899748888,1.0000000000000002,0.0
1.247216035634744e-06,0.5944930534291797,0.39715637846321244,0.008350568107607804,1.0000000000000002,0.0
1.269487750556793e-06,0.594449706387175,0.3971459939274389,0.008404299685386208,1.0000000000000002,0.0
1.2917594654788418e-06,0.5945557956841254,0.3970559293710299,0.008388274944844613,1.0000000000000002,0.0
1.3140311804008908e-06,0.5944048447662615,0.3971522927658914,0.008442862467847081,1.0000000000000002,0.0
1.3363028953229398e-06,0.5944221294533243,0.39704160163419416,0.008536268912481586,0.9999999999999999,0.0
1.3585746102449888e-06,0.5943381156011094,0.39708288392919766,0.008579000469692882,0.9999999999999997,0.0
1.3808463251670379e-06,0.5947324359047745,0.3973213382866392,0.00794622580858621,1.0000000000000002,0.0
1.4031180400890869e-06,0.5945351974563229,0.39720642506056963,0.008258377483107508,1.0000000000000002,0.0
1.4253897550111359e-06,0.5945472836944501,0.39717867998046424,0.00827403632508559,1.0000000000000002,0.0
1.447661469933185e-06,0.5945001203379507,0.39719197180407834,0.008307907857970958,1.0000000000000002,0.0
1.469933184855234e-06,0.5944579968535948,0.39721464772904763,0.008327355417357503,1.0000000000000002,0.0
1.492204899777283e-06,0.5944822072053744,0.3971954025217043,0.008322390272921329,1.0000000000000002,0.0
1.514476614699332e-06,0.5944926075319759,0.39718344531797983,0.008323947150044352,1.0000000000000002,0.0
1.536748329621381e-06,0.5944440890382128,0.39722255976807985,0.008333351193707308,1.0000000000000002,0.0
