Distance(m),x(NI),x(CR),f(FCC_A1),f(BCC_A2)
2.3547094188376755e-06,0.672807918712832,0.32719208128716804,1.0,0.0
2.364729458917836e-06,0.6709549185409824,0.32904508145901756,1.0,0.0
2.3747494989979963e-06,0.669848453246539,0.33015154675346103,1.0,0.0
2.3847695390781567e-06,0.6674995373528738,0.33250046264712624,1.0,0.0
2.394789579158317e-06,0.6667066228328336,0.33329337716716645,1.0000000000000002,0.0
2.404809619238477e-06,0.6640476935948649,0.3359523064051351,1.0,0.0
2.4148296593186376e-06,0.6626858992076312,0.33731410079236873,1.0,0.0
2.424849699398798e-06,0.6614989371962252,0.33850106280377473,1.0,0.0
2.4348697394789584e-06,0.6596961155852643,0.34030388441473564,1.0,0.0
2.444889779559119e-06,0.6574589273383129,0.34254107266168715,1.0000000000000002,0.0
2.4549098196392788e-06,0.6564972049974818,0.3435027950025183,1.0,0.0
2.464929859719439e-06,0.6542699154043475,0.34573008459565246,1.0,0.0
2.4749498997995996e-06,0.6530447094599021,0.3469552905400979,1.0,0.0
2.48496993987976e-06,0.6507547003128876,0.3492452996871124,1.0,0.0
2.49498997995992e-06,0.6497386058938044,0.3502613941061956,1.0,0.0
2.5050100200400804e-06,0.6487678124209395,0.35123218757906044,1.0,0.0
2.515030060120241e-06,0.6469402845630035,0.3530597154369965,1.0,0.0
2.5250501002004012e-06,0.6453566393090836,0.3546433606909164,1.0,0.0
2.5350701402805616e-06,0.6433124905834259,0.3566875094165741,1.0,0.0
2.5450901803607216e-06,0.6418194027579822,0.35818059724201784,1.0,0.0
2.555110220440882e-06,0.6404138585432018,0.3595861414567983,1.0,0.0
2.5651302605210425e-06,0.6384368607595318,0.36156313924046823,1.0,0.0
2.575150300601203e-06,0.6367789482182207,0.36322105178177927,1.0,0.0
2.5851703406813633e-06,0.6349880660650132,0.36501193393498677,0.9999999999999999,0.0
2.5951903807615233e-06,0.6334054641169156,0.3665945358830845,1.0,0.0
2.6052104208416837e-06,0.6314220089675379,0.36857799103246214,0.9999999999999999,0.0
2.615230460921844e-06,0.6293887030811389,0.370611296918861,1.0,0.0
2.6252505010020045e-06,0.6281381445019527,0.3718618554980473,0.9999999999999999,0.0
2.635270541082165e-06,0.6261812765722938,0.3738187234277061,1.0,0.0
2.645290581162325e-06,0.6248664692676971,0.3751335307323029,0.9999999999999999,0.0
2.6553106212424853e-06,0.6226034658232183,0.37739653417678165,0.9999999999999999,0.0
2.6653306613226457e-06,0.6219372800183756,0.3780627199816244,1.0,0.0
2.675350701402806e-06,0.6200893509743087,0.37991064902569127,1.0000000000000002,0.0
2.685370741482966e-06,0.6181231036299575,0.38187689637004246,0.9999999999999999,0.0
2.6953907815631265e-06,0.6164938861308795,0.3835061138691204,1.0,0.0
2.705410821643287e-06,0.6148484391551078,0.3851515608448922,0.9999999999999999,0.0
2.7154308617234474e-06,0.6134954379126509,0.38650456208734907,1.0000000000000002,0.0
2.7254509018036078e-06,0.6116611169477468,0.3883388830522531,0.9999999999999999,0.0
2.7354709418837678e-06,0.6099374742348598,0.3900625257651402,1.0,0.0
2.745490981963928e-06,0.6084562145367007,0.39154378546329927,1.0,0.0
2.7555110220440886e-06,0.6067171314048359,0.3932828685951642,1.0,0.0
2.765531062124249e-06,0.604550928650152,0.3954490713498479,1.0,0.0
2.7755511022044094e-06,0.6030781087162174,0.3969218912837827,1.0,0.0
2.7855711422845694e-06,0.6018554279568737,0.3981445720431262,1.0,0.0
2.79559118236473e-06,0.6002177567556529,0.3997822432443471,1.0,0.0
2.8056112224448902e-06,0.5984085034463842,0.40159149655361587,1.0,0.0
2.8156312625250506e-06,0.597223971425298,0.4027760285747019,0.9999999999999998,0.0
2.825651302605211e-06,0.5951564278523909,0.4048435721476091,1.0,0.0
