Distance(m),x(NI),x(CR),x(V),f(FCC_A1),f(BCC_A2),f(SIGMA)
0.0,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.016064257028113e-08,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
8.032128514056226e-08,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.2048192771084337e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.606425702811245e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.0080321285140565e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.4096385542168674e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.811244979919679e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.21285140562249e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.6144578313253016e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.016064257028113e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.417670682730924e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.819277108433735e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
5.220883534136546e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
5.622489959839358e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
6.024096385542169e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
6.42570281124498e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
6.827309236947792e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
7.228915662650603e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
7.630522088353415e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
8.032128514056226e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
8.433734939759036e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
8.835341365461848e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
9.236947791164659e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
9.63855421686747e-07,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.0040160642570282e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.0441767068273092e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.0843373493975905e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.1244979919678715e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.1646586345381528e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.2048192771084338e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.244979919678715e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.285140562248996e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.3253012048192771e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.3654618473895584e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.4056224899598394e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.4457831325301207e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.4859437751004017e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.526104417670683e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.566265060240964e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.6064257028112452e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.6465863453815263e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.6867469879518073e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.7269076305220885e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.7670682730923696e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.8072289156626508e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.8473895582329318e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.887550200803213e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.927710843373494e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
1.967871485943775e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.0080321285140564e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.0481927710843377e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.0883534136546185e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.1285140562248997e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.168674698795181e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.2088353413654622e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.248995983935743e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.2891566265060243e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.3293172690763055e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.3694779116465864e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.4096385542168676e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.449799196787149e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.48995983935743e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.530120481927711e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.570281124497992e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.6104417670682734e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.6506024096385542e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.6907630522088355e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.7309236947791167e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.771084337349398e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.811244979919679e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.85140562248996e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.8915662650602413e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.931726907630522e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
2.9718875502008034e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.0120481927710846e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.052208835341366e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.0923694779116467e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.132530120481928e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.172690763052209e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.2128514056224904e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.2530120481927713e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.2931726907630525e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.3333333333333337e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.3734939759036146e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.413654618473896e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.453815261044177e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.4939759036144583e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.534136546184739e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.5742971887550204e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.6144578313253016e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.6546184738955825e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.6947791164658637e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.734939759036145e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.775100401606426e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.8152610441767074e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.855421686746988e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.895582329317269e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.93574297188755e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
3.975903614457832e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.016064257028113e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.056224899598394e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.096385542168675e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.1365461847389566e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.176706827309237e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.216867469879518e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.2570281124497995e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.297188755020081e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.337349397590362e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.377510040160643e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.4176706827309244e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.457831325301205e-06,2.0000000000575113e-06,0.5739989999999999,0.425999,0.0,0.9999999999999906,0.0
4.497991967871486e-06,2.0000028022604255e-06,0.5739989999984011,0.42599899999879665,0.0,0.9999999999999906,0.0
4.538152610441767e-06,2.0004961664987775e-06,0.5739989997200434,0.4259989997837901,0.0,0.9999999999999906,0.0
4.578313253012049e-06,2.062320969331566e-06,0.5739989831388266,0.42599895454020414,0.0,0.9999999999999906,0.0
4.61847389558233e-06,0.0008425278048447282,0.5735270482410669,0.4256304239540883,0.0,0.9999999999999906,0.0
4.658634538152611e-06,0.001781377224975289,0.5729998329887417,0.42521878978628297,0.0,1.0000000000000002,0.0
4.698795180722892e-06,0.0018778986776886164,0.5729767547166053,0.42514534660570613,0.0,1.0000000000000002,0.0
4.738955823293173e-06,0.005075431787798235,0.5713343484119485,0.42359021980025324,0.0,0.9999999999999992,0.0
4.779116465863454e-06,0.013194485673313716,0.5674449395127767,0.4193605748139096,0.0,0.9999999999999998,0.0
4.819277108433735e-06,0.02816930010655172,0.5690366819896306,0.4027940179038177,0.0,0.9999999999999996,0.0
4.8594377510040165e-06,0.0397465078639796,0.8759607443826984,0.08429274775332195,0.0,1.0,0.0
