Time(s),Ndens,,Time(s),R(m),,Time(s),FV
316907.151,3.84108E+19,,316907.151,9.91261E-08,,316907.151,0.156713273
324775.2737,3.74716E+19,,324775.2737,9.99524E-08,,324775.2737,0.156736229
332857.1106,3.66287E+19,,332857.1106,1.00723E-07,,332857.1106,0.156783807
341275.4287,3.57416E+19,,341275.4287,1.01554E-07,,341275.4287,0.156801047
349692.9738,3.48659E+19,,349692.9738,1.02396E-07,,349692.9738,0.156799546
358357.9262,3.4069E+19,,358357.9262,1.03188E-07,,358357.9262,0.156794726
367203.2342,3.32445E+19,,367203.2342,1.0403E-07,,367203.2342,0.156779296
376833.5172,3.24404E+19,,376833.5172,1.04883E-07,,376833.5172,0.15678116
385763.5626,3.16645E+19,,385763.5626,1.05732E-07,,385763.5626,0.156776684
394790.5349,3.09521E+19,,394790.5349,1.06545E-07,,394790.5349,0.15681095
404916.6392,3.02242E+19,,404916.6392,1.0739E-07,,404916.6392,0.156793954
415918.6493,2.94659E+19,,415918.6493,1.08316E-07,,415918.6493,0.156849832
426879.3121,2.87085E+19,,426879.3121,1.09253E-07,,426879.3121,0.156817904
437330.7748,2.80413E+19,,437330.7748,1.10119E-07,,437330.7748,0.156846992
447693.6215,2.73789E+19,,447693.6215,1.10999E-07,,447693.6215,0.156840547
462859.1629,2.65218E+19,,462859.1629,1.12187E-07,,462859.1629,0.156863133
475140.0979,2.58485E+19,,475140.0979,1.13155E-07,,475140.0979,0.15687067
486563.298,2.52632E+19,,486563.298,1.14031E-07,,486563.298,0.15690658
498466.8274,2.46456E+19,,498466.8274,1.14968E-07,,498466.8274,0.156875309
510762.6523,2.40926E+19,,510762.6523,1.15849E-07,,510762.6523,0.156910444
523318.6052,2.35229E+19,,523318.6052,1.1678E-07,,523318.6052,0.156923698
535758.0414,2.2959E+19,,535758.0414,1.17721E-07,,535758.0414,0.156892338
549022.7631,2.24273E+19,,549022.7631,1.18647E-07,,549022.7631,0.15690517
561915.2033,2.19228E+19,,561915.2033,1.19552E-07,,561915.2033,0.156911044
575777.7366,2.14114E+19,,575777.7366,1.20502E-07,,575777.7366,0.156932495
589680.4787,2.08978E+19,,589680.4787,1.21484E-07,,589680.4787,0.156942988
604279.6153,2.04082E+19,,604279.6153,1.22441E-07,,604279.6153,0.156919372
618632.478,1.99077E+19,,618632.478,1.23463E-07,,618632.478,0.156935467
634758.449,1.94353E+19,,634758.449,1.24455E-07,,634758.449,0.156932727
651258.2272,1.89396E+19,,651258.2272,1.25532E-07,,651258.2272,0.156936795
677819.4541,1.81904E+19,,677819.4541,1.2724E-07,,677819.4541,0.156965325
693938.8751,1.7769E+19,,693938.8751,1.2824E-07,,693938.8751,0.156973428
711062.574,1.73412E+19,,711062.574,1.29289E-07,,711062.574,0.156981425
727763.8213,1.69422E+19,,727763.8213,1.30301E-07,,727763.8213,0.157001822
745259.1153,1.65369E+19,,745259.1153,1.31353E-07,,745259.1153,0.156984812
765102.7211,1.61378E+19,,765102.7211,1.32438E-07,,765102.7211,0.157023916
784663.6454,1.57316E+19,,784663.6454,1.33558E-07,,784663.6454,0.156991605
803337.9767,1.53437E+19,,803337.9767,1.34679E-07,,803337.9767,0.157006097
824407.2863,1.49716E+19,,824407.2863,1.35788E-07,,824407.2863,0.157013321
843971.0927,1.46088E+19,,843971.0927,1.36907E-07,,843971.0927,0.157028298
864025.1543,1.42749E+19,,864025.1543,1.37966E-07,,864025.1543,0.157028673
885917.8664,1.39372E+19,,885917.8664,1.3907E-07,,885917.8664,0.157022711
907784.6138,1.35859E+19,,907784.6138,1.4026E-07,,907784.6138,0.157027186
931310.0272,1.32612E+19,,931310.0272,1.41403E-07,,931310.0272,0.157055166
954103.9912,1.29313E+19,,954103.9912,1.42598E-07,,954103.9912,0.157060139
984292.3591,1.25478E+19,,984292.3591,1.44033E-07,,984292.3591,0.157050523
1000000,1.2326E+19,,1000000,1.44895E-07,,1000000,0.15706202
