T(min),N(needle),T(min),N(sphere),,T(min),R(needle),T(min),R(sphere),,T(s),C(needle),T(s),C(sphere),,L(nm),PSD,L(nm),ARD
145.9382691,1.55065E+24,111.8457932,2.80406E+24,,145.9382691,2.450761662,111.8457932,2.050502761,,8756.296148,0.218332649,6710.747591,0.001520043,,,,,
149.594215,1.51588E+24,114.773058,2.74197E+24,,149.594215,2.46966126,114.773058,2.066118238,,8975.652903,0.217925288,6886.383479,0.001516577,,,,,
153.306452,1.4823E+24,117.7677871,2.68105E+24,,153.306452,2.488468286,117.7677871,2.08190542,,9198.387122,0.217531639,7066.067226,0.001513204,,,,,
157.1003765,1.44961E+24,120.8563048,2.62105E+24,,157.1003765,2.507336077,120.8563048,2.097927297,,9426.022587,0.217135647,7251.378286,0.001509756,,,,,
160.9599397,1.41775E+24,123.9044576,2.56463E+24,,160.9599397,2.526273161,123.9044576,2.113446485,,9657.596384,0.21675021,7434.267457,0.001506509,,,,,
164.9225137,1.38629E+24,127.1087358,2.50802E+24,,164.9225137,2.545541334,127.1087358,2.129483495,,9895.35082,0.216358133,7626.524148,0.001503226,,,,,
168.9658338,1.35571E+24,130.3828802,2.45235E+24,,168.9658338,2.564836001,130.3828802,2.145732827,,10137.95003,0.215976137,7822.972811,0.001499883,,,,,
173.1028689,1.32602E+24,133.6589438,2.39903E+24,,173.1028689,2.584129762,133.6589438,2.161756945,,10386.17214,0.215594206,8019.536626,0.0014968,,,,,
177.3410379,1.29673E+24,137.0608547,2.34652E+24,,177.3410379,2.603740177,137.0608547,2.17801905,,10640.46228,0.21521333,8223.651282,0.001493538,,,,,
181.7072814,1.26792E+24,140.4179958,2.29641E+24,,181.7072814,2.623618762,140.4179958,2.193986636,,10902.43688,0.214834797,8425.07975,0.001490559,,,,,
186.1844603,1.23953E+24,143.9642398,2.24643E+24,,186.1844603,2.64379894,143.9642398,2.210389317,,11171.06762,0.214455242,8637.854388,0.001487388,,,,,
190.6999764,1.21251E+24,147.6449198,2.19651E+24,,190.6999764,2.663592638,147.6449198,2.227264437,,11441.99859,0.214085147,8858.695191,0.001484274,,,,,
195.3522652,1.18563E+24,151.4310058,2.14731E+24,,195.3522652,2.683875546,151.4310058,2.244401201,,11721.13591,0.213710973,9085.860348,0.001481166,,,,,
200.0844531,1.15936E+24,155.3046356,2.09959E+24,,200.0844531,2.704290376,155.3046356,2.261530216,,12005.06718,0.213340043,9318.278138,0.00147808,,,,,
204.9140483,1.13396E+24,159.2190254,2.05305E+24,,204.9140483,2.724637636,159.2190254,2.278742553,,12294.8429,0.212979062,9553.141523,0.001475046,,,,,
209.830119,1.10891E+24,165.3250426,1.9852E+24,,209.830119,2.745297107,165.3250426,2.304798162,,12589.80714,0.212612979,9919.502553,0.001470511,,,,,
214.8691947,1.08466E+24,169.5054552,1.94098E+24,,214.8691947,2.765915099,169.5054552,2.322422993,,12892.15168,0.212250317,10170.32731,0.001467517,,,,,
219.985355,1.06091E+24,173.7839655,1.8977E+24,,219.985355,2.78669421,173.7839655,2.340198288,,13199.1213,0.211898866,10427.03793,0.001464631,,,,,
226.1982905,1.0335E+24,178.173976,1.85552E+24,,226.1982905,2.811480954,178.173976,2.358050628,,13571.89743,0.211470847,10690.43856,0.001461694,,,,,
231.5654659,1.01076E+24,182.6515961,1.81418E+24,,231.5654659,2.832709139,182.6515961,2.376083704,,13893.92796,0.211122095,10959.09576,0.00145879,,,,,
237.091536,9.88631E+23,187.1612659,1.7743E+24,,237.091536,2.853991925,187.1612659,2.394000541,,14225.49216,0.210763582,11229.67595,0.001456037,,,,,
242.7305316,9.66805E+23,191.8452892,1.73483E+24,,242.7305316,2.875613339,191.8452892,2.412270837,,14563.83189,0.210414914,11510.71735,0.00145318,,,,,
248.4377428,9.45531E+23,196.6311054,1.69658E+24,,248.4377428,2.897321653,196.6311054,2.430518655,,14906.26457,0.210072687,11797.86632,0.001450434,,,,,
254.3548133,9.24599E+23,201.4938233,1.6591E+24,,254.3548133,2.919334972,201.4938233,2.448935777,,15261.2888,0.209715999,12089.6294,0.001447646,,,,,
261.1623172,9.01467E+23,206.4724842,1.62234E+24,,261.1623172,2.944441183,206.4724842,2.46754218,,15669.73903,0.209329669,12388.34905,0.00144496,,,,,
267.3335475,8.81354E+23,211.6103559,1.58645E+24,,267.3335475,2.966981254,211.6103559,2.486266488,,16040.01285,0.208983275,12696.62135,0.001442182,,,,,
274.604936,8.58838E+23,216.7589418,1.55163E+24,,274.604936,2.993044228,216.7589418,2.504973651,,16476.29616,0.208588698,13005.53651,0.001439563,,,,,
282.081251,8.36779E+23,222.0862156,1.51757E+24,,282.081251,3.019476302,222.0862156,2.523823966,,16924.87506,0.208195837,13325.17293,0.001436894,,,,,
289.6825504,8.15397E+23,227.5891339,1.48407E+24,,289.6825504,3.046000445,227.5891339,2.542924193,,17380.95303,0.207809121,13655.34803,0.001434268,,,,,
297.4834195,7.94377E+23,233.1996305,1.45107E+24,,297.4834195,3.072989982,233.1996305,2.562311508,,17849.00517,0.207430552,13991.97783,0.001431663,,,,,
305.4969451,7.73854E+23,238.9593788,1.41902E+24,,305.4969451,3.100283005,238.9593788,2.581707416,,18329.81671,0.207044616,14337.56273,0.001429059,,,,,
313.6198841,7.54101E+23,244.7882932,1.38754E+24,,313.6198841,3.12747923,244.7882932,2.601337159,,18817.19305,0.206668418,14687.29759,0.001426506,,,,,
321.8614014,7.34728E+23,250.8022089,1.35685E+24,,321.8614014,3.155083029,250.8022089,2.621054488,,19311.68408,0.20630598,15048.13253,0.001423952,,,,,
330.3163462,7.16027E+23,256.9096002,1.32696E+24,,330.3163462,3.182675375,256.9096002,2.640837757,,19818.98077,0.205934965,15414.57601,0.001421518,,,,,
338.9155844,6.97725E+23,263.1600866,1.29746E+24,,338.9155844,3.210618916,263.1600866,2.660953038,,20334.93507,0.205578407,15789.6052,0.001418996,,,,,
347.7252234,6.7976E+23,269.5415973,1.26902E+24,,347.7252234,3.239015855,269.5415973,2.680928583,,20863.5134,0.205218038,16172.49584,0.001416602,,,,,
356.7421559,6.623E+23,276.08984,1.24104E+24,,356.7421559,3.267591062,276.08984,2.701178998,,21404.52935,0.204866589,16565.3904,0.001414159,,,,,
366.0520512,6.45104E+23,282.827472,1.2136E+24,,366.0520512,3.296737608,282.827472,2.721637687,,21963.12307,0.20450528,16969.64832,0.001411703,,,,,
375.5285922,6.28239E+23,289.7180772,1.18657E+24,,375.5285922,3.326338993,289.7180772,2.742400912,,22531.71553,0.204158039,17383.08463,0.001409275,,,,,
385.1656047,6.11899E+23,296.7497559,1.16031E+24,,385.1656047,3.356048259,296.7497559,2.763185325,,23109.93628,0.203814883,17804.98535,0.001406958,,,,,
394.9798353,5.96023E+23,304.0121429,1.13444E+24,,394.9798353,3.3859477,304.0121429,2.784279454,,23698.79012,0.20347259,18240.72857,0.001404544,,,,,
404.9750317,5.80504E+23,311.3148254,1.10955E+24,,404.9750317,3.416267371,311.3148254,2.805189653,,24298.5019,0.203053288,18678.88952,0.001402285,,,,,
415.0620774,5.65434E+23,318.8520728,1.08493E+24,,415.0620774,3.44670492,318.8520728,2.826504802,,24903.72465,0.202734576,19131.12437,0.001399909,,,,,
425.3404283,5.50673E+23,326.4628651,1.06102E+24,,425.3404283,3.47759256,326.4628651,2.847824941,,25520.4257,0.202407397,19587.7719,0.001397648,,,,,
435.9182753,5.36178E+23,335.3132106,1.03468E+24,,435.9182753,3.509015454,335.3132106,2.872076362,,26155.09652,0.20208168,20118.79263,0.001395112,,,,,
446.5049945,5.22206E+23,350.2714681,9.93269E+23,,446.5049945,3.540390669,350.2714681,2.911902103,,26790.29967,0.201772879,21016.28809,0.001391044,,,,,
457.2786949,5.08625E+23,358.5954478,9.71532E+23,,457.2786949,3.57198366,358.5954478,2.933705044,,27436.7217,0.201459523,21515.72687,0.001388873,,,,,
468.3442003,4.95269E+23,367.1833212,9.50073E+23,,468.3442003,3.604170405,367.1833212,2.955875795,,28100.65202,0.201146816,22030.99927,0.001386702,,,,,
482.9433469,4.78471E+23,375.9959871,9.29032E+23,,482.9433469,3.646332296,375.9959871,2.978273885,,28976.60082,0.200751876,22559.75923,0.001384543,,,,,
494.4971406,4.65693E+23,385.0220158,9.08537E+23,,494.4971406,3.679740387,385.0220158,3.000752001,,29669.82844,0.20045226,23101.32095,0.001382392,,,,,
506.2825907,4.53264E+23,394.3152876,8.88237E+23,,506.2825907,3.713433135,394.3152876,3.02369148,,30376.95544,0.200155529,23658.91725,0.001380245,,,,,
518.3389977,4.41075E+23,403.7502714,8.68635E+23,,518.3389977,3.747697118,403.7502714,3.046515525,,31100.33986,0.199856887,24225.01628,0.001378143,,,,,
530.4816773,4.29181E+23,413.3880364,8.49349E+23,,530.4816773,3.782366795,413.3880364,3.069650455,,31828.90064,0.199561419,24803.28218,0.001376066,,,,,
542.8546545,4.17599E+23,423.2846409,8.30615E+23,,542.8546545,3.817378769,423.2846409,3.092806554,,32571.27927,0.1992748,25397.07845,0.001373993,,,,,
557.3437271,4.04695E+23,433.3681132,8.12192E+23,,557.3437271,3.857953372,433.3681132,3.116261057,,33440.62362,0.198939669,26002.08679,0.001372022,,,,,
572.0097386,3.92067E+23,443.6538872,7.94284E+23,,572.0097386,3.899353128,443.6538872,3.139757769,,34320.58431,0.198615885,26619.23323,0.001369944,,,,,
586.9442598,3.79835E+23,454.2396374,7.76794E+23,,586.9442598,3.94118526,454.2396374,3.163398002,,35216.65559,0.198299916,27254.37824,0.001367924,,,,,
602.2567712,3.67854E+23,464.9219001,7.59692E+23,,602.2567712,3.983942935,464.9219001,3.187200588,,36135.40627,0.19797518,27895.31401,0.001366027,,,,,
617.7813606,3.56173E+23,475.9312072,7.4296E+23,,617.7813606,4.02744994,475.9312072,3.21120097,,37066.88164,0.197660437,28555.87243,0.001363996,,,,,
633.7141423,3.44778E+23,487.2068355,7.26638E+23,,633.7141423,4.071767327,487.2068355,3.235310511,,38022.84854,0.197345118,29232.41013,0.001362119,,,,,
649.7973585,3.33657E+23,498.6375321,7.10847E+23,,649.7973585,4.116932871,498.6375321,3.259337932,,38987.84151,0.197040809,29918.25193,0.001360196,,,,,
666.2281652,3.22859E+23,510.4924525,6.95E+23,,666.2281652,4.16276081,510.4924525,3.284177167,,39973.68991,0.196729278,30629.54715,0.001358216,,,,,
682.9403143,3.12263E+23,522.4608093,6.79899E+23,,682.9403143,4.209749289,522.4608093,3.308559149,,40976.41886,0.196425363,31347.64856,0.001356341,,,,,
699.9745008,3.01987E+23,534.6724923,6.64943E+23,,699.9745008,4.257399419,534.6724923,3.333425582,,41998.47005,0.196120616,32080.34954,0.001354474,,,,,
717.3426165,2.91942E+23,547.1831937,6.50532E+23,,717.3426165,4.306111758,547.1831937,3.358105065,,43040.55699,0.19582152,32830.99162,0.001352631,,,,,
734.9728007,2.82125E+23,559.990404,6.36245E+23,,734.9728007,4.355926677,559.990404,3.383302371,,44098.36804,0.195518068,33599.42424,0.001350791,,,,,
752.8876387,2.72507E+23,573.2205819,6.22209E+23,,752.8876387,4.407019605,573.2205819,3.408802103,,45173.25832,0.195220097,34393.23492,0.001348953,,,,,
771.1211268,2.6315E+23,586.6312264,6.0852E+23,,771.1211268,4.459088466,586.6312264,3.434414969,,46267.26761,0.194920027,35197.87358,0.001347207,,,,,
789.546142,2.54035E+23,602.6551613,5.92976E+23,,789.546142,4.512229516,602.6551613,3.464455677,,47372.76852,0.194625239,36159.30968,0.001345078,,,,,
808.4350773,2.45076E+23,616.7545579,5.79966E+23,,808.4350773,4.566996489,616.7545579,3.490416085,,48506.10464,0.194330398,37005.27347,0.0013433,,,,,
827.8404599,2.36277E+23,631.1718354,5.67257E+23,,827.8404599,4.623453016,631.1718354,3.516532612,,49670.42759,0.194027062,37870.31013,0.001341622,,,,,
847.5823632,2.277E+23,646.0540373,5.54761E+23,,847.5823632,4.681242784,646.0540373,3.542989254,,50854.94179,0.193728521,38763.24224,0.001339845,,,,,
868.0553593,2.19202E+23,661.2947831,5.42474E+23,,868.0553593,4.741431091,661.2947831,3.569789717,,52083.32156,0.193423865,39677.68699,0.001338046,,,,,
890.7523758,2.10244E+23,679.2488563,5.28594E+23,,890.7523758,4.808315387,679.2488563,3.6010519,,53445.14255,0.193119485,40754.93138,0.001336056,,,,,
912.0897123,2.02463E+23,708.7015602,5.07502E+23,,912.0897123,4.869591751,708.7015602,3.650711369,,54725.38274,0.192829185,42522.09361,0.001333055,,,,,
937.1022818,1.93831E+23,725.459627,4.96263E+23,,937.1022818,4.941358473,725.459627,3.678322354,,56226.13691,0.192490844,43527.57762,0.001331256,,,,,
960.2253872,1.86381E+23,742.4591952,4.85317E+23,,960.2253872,5.006797621,742.4591952,3.706016048,,57613.52323,0.19220513,44547.55171,0.001329626,,,,,
984.1601426,1.79217E+23,762.6649777,4.72875E+23,,984.1601426,5.073116902,762.6649777,3.738524268,,59049.60856,0.191915866,45759.89866,0.001327741,,,,,
1009.336396,1.72172E+23,780.5178361,4.62427E+23,,1009.336396,5.141854543,780.5178361,3.766715426,,60560.18375,0.191629444,46831.07017,0.001326157,,,,,
1035.052087,1.65477E+23,798.7725517,4.52219E+23,,1035.052087,5.210760649,798.7725517,3.795097895,,62103.12522,0.191342095,47926.3531,0.001324469,,,,,
1061.499882,1.59065E+23,817.4034929,4.42267E+23,,1061.499882,5.280324424,817.4034929,3.823600374,,63689.99292,0.191069306,49044.20957,0.001322862,,,,,
1088.939181,1.52883E+23,839.6589663,4.30917E+23,,1088.939181,5.351021549,839.6589663,3.857166084,,65336.35085,0.190796799,50379.53798,0.001321052,,,,,
1117.420007,1.46916E+23,862.2948459,4.19917E+23,,1117.420007,5.422981598,862.2948459,3.89083661,,67045.20045,0.190525892,51737.69075,0.001319278,,,,,
1147.075883,1.41114E+23,885.6434991,4.09251E+23,,1147.075883,5.4967799,885.6434991,3.924635614,,68824.55301,0.19025541,53138.60994,0.001317476,,,,,
1177.641671,1.35515E+23,909.6191846,3.98786E+23,,1177.641671,5.571938117,909.6191846,3.958953997,,70658.50028,0.189991289,54577.15107,0.001315717,,,,,
1205.431287,1.3077E+23,930.8586437,3.9002E+23,,1205.431287,5.638946476,930.8586437,3.988644467,,72325.87724,0.189760268,55851.51862,0.001314179,,,,,
1234.171662,1.26198E+23,952.6294648,3.81379E+23,,1234.171662,5.706658841,952.6294648,4.01879201,,74050.29974,0.189535162,57157.76789,0.001312662,,,,,
1263.913446,1.2177E+23,974.8735109,3.7293E+23,,1263.913446,5.775414258,974.8735109,4.049161538,,75834.80673,0.189311037,58492.41065,0.001311156,,,,,
1294.761472,1.17487E+23,1001.267038,3.63401E+23,,1294.761472,5.845187927,1001.267038,4.084539097,,77685.68834,0.189089254,60076.02229,0.001309384,,,,,
1326.778791,1.13344E+23,1028.514526,3.54078E+23,,1326.778791,5.915977191,1028.514526,4.120370162,,79606.72748,0.188865101,61710.87154,0.001307627,,,,,
1359.753394,1.09378E+23,1056.19633,3.44989E+23,,1359.753394,5.987053807,1056.19633,4.156522509,,81585.20363,0.188638038,63371.7798,0.001306019,,,,,
1392.278715,1.05691E+23,1080.856745,3.37384E+23,,1392.278715,6.056256731,1080.856745,4.187770621,,83536.72287,0.188454618,64851.40469,0.001304526,,,,,
1426.787623,1.02057E+23,1110.055882,3.28764E+23,,1426.787623,6.127719446,1110.055882,4.224342365,,85607.25738,0.188243421,66603.35294,0.001302895,,,,,
1462.668745,9.85574E+22,1140.156364,3.20345E+23,,1462.668745,6.199798047,1140.156364,4.26131637,,87760.12469,0.188064176,68409.38186,0.001301247,,,,,
1500.398198,9.51065E+22,1170.837777,3.12174E+23,,1500.398198,6.274359106,1170.837777,4.29845515,,90023.89185,0.187818497,70250.26661,0.001299702,,,,,
1539.202422,9.17856E+22,1202.264262,3.04215E+23,,1539.202422,6.349483931,1202.264262,4.335907974,,92352.14533,0.187679915,72135.85571,0.001298018,,,,,
1579.873835,8.85476E+22,1234.839847,2.96401E+23,,1579.873835,6.426499151,1234.839847,4.373965632,,94792.43009,0.187370845,74090.39082,0.001296481,,,,,
1620.667756,8.55094E+22,1268.329886,2.88818E+23,,1620.667756,6.50194584,1268.329886,4.412204059,,97240.06536,0.187348866,76099.79318,0.001294908,,,,,
1666.666667,8.22637E+22,1302.561903,2.81391E+23,,1666.666667,6.586811787,1302.561903,4.45097265,,100000,0.18713501,78153.71416,0.001293314,,,,,
,,1337.98847,2.74141E+23,,,,1337.98847,4.490156611,,,,80279.30823,0.001291774,,,,,
,,1373.771351,2.67164E+23,,,,1373.771351,4.529191946,,,,82426.28103,0.001290274,,,,,
,,1411.166577,2.60289E+23,,,,1411.166577,4.56901359,,,,84669.99459,0.001288683,,,,,
,,1448.959677,2.53635E+23,,,,1448.959677,4.60890546,,,,86937.58062,0.001287231,,,,,
,,1487.685592,2.47236E+23,,,,1487.685592,4.648633805,,,,89261.13552,0.001285542,,,,,
,,1527.821719,2.40866E+23,,,,1527.821719,4.68947191,,,,91669.30311,0.001284955,,,,,
,,1574.930433,2.33867E+23,,,,1574.930433,4.735969038,,,,94495.82599,0.001285175,,,,,
,,1614.013839,2.2831E+23,,,,1614.013839,4.774634893,,,,96840.83035,0.00128035,,,,,
,,1657.552009,2.22436E+23,,,,1657.552009,4.816201688,,,,99453.12055,0.001283623,,,,,
,,1666.666667,2.21139E+23,,,,1666.666667,4.826000202,,,,100000,0.001279142,,,,,
